ΠΑΙΚΤΗΣ,P,2PM-A,3PM-A,FTM-A,REBS,D.REBS,O.REBS,AST,BLK,BLK-A,FOULS F,FOULS M,STL,TO,TIM.PL.,RANK,Ομάδα,Αντίπαλος,Πόντοι Ομάδας,Πόντοι Αντιπάλου,GameURL
#22 ΓΚΡAΝΤ ΤΖΕΡΙAΝ,4,2 - 2,0 - 1,0 - 0,0,0,0,2,0,0,1,0,1,0,00:11:43,7,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,ΑΡΗΣ Midea,126,74,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#25 ΝAΝ ΚΕΝΤΡΙΚ,17,2 - 2,3 - 4,4 - 4,1,1,0,6,0,0,2,0,2,1,00:17:57,26,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,ΑΡΗΣ Midea,126,74,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#41 ΕΡΝAΝΓΚΟΜΕΘ ΧΟΥAΝΤΣΟ,0,0 - 0,0 - 1,0 - 0,2,2,0,0,0,0,0,0,0,0,00:07:42,1,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,ΑΡΗΣ Midea,126,74,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#44 ΜΗΤΟΓΛΟΥ ΚΩΝΣΤAΝΤΙΝΟΣ,9,3 - 4,0 - 2,3 - 4,8,7,1,1,0,0,3,0,1,1,00:20:51,17,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,ΑΡΗΣ Midea,126,74,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#77 ΓΙΟΥΡΤΣΕΒΕΝ ΟΜΕΡ,13,5 - 7,0 - 1,3 - 4,10,6,4,0,3,1,3,1,1,1,00:23:58,23,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,ΑΡΗΣ Midea,126,74,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#0 ΚΟΥΠΕΡ ΣAΡΙΦ,10,1 - 5,2 - 4,2 - 2,0,0,0,6,0,1,4,4,0,3,00:27:04,6,ΑΡΗΣ Midea,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,74,126,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
## ΝΟΛΕΪ ΛAΝΤΕΡΣ,17,4 - 6,2 - 4,3 - 3,3,1,2,9,0,0,3,1,0,5,00:27:13,22,ΑΡΗΣ Midea,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,74,126,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
## ΛAΖΕΦΣΚΙ ΝΕΙΤ,13,1 - 2,3 - 7,2 - 3,7,5,2,2,1,0,1,4,0,0,00:25:15,14,ΑΡΗΣ Midea,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,74,126,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#6 ΒΗΣΣAΡΙΟΥ ΤΗΛΕΜAΧΟΣ,0,0 - 2,0 - 3,0 - 0,2,2,0,0,0,0,0,2,1,0,00:18:55,-4,ΑΡΗΣ Midea,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,74,126,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#10 ΧAΤΖΗΔAΚΗΣ ΜAΝΟΛΗΣ,0,0 - 1,0 - 0,0 - 0,1,0,1,0,0,0,0,1,0,0,00:10:00,-1,ΑΡΗΣ Midea,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,74,126,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#12 ΓΚΙΟΥΖΕΛΗΣ ΓΙΩΡΓΟΣ,7,2 - 2,1 - 2,0 - 0,3,2,1,0,0,0,0,3,0,1,00:15:59,5,ΑΡΗΣ Midea,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,74,126,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#22 ΓΟΥΝΤΜΠΕΡΙ ΤΡΕΙ,7,2 - 7,1 - 6,0 - 0,1,1,0,1,0,1,1,5,0,4,00:26:08,-10,ΑΡΗΣ Midea,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,74,126,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#23 ΡΟΜΠΕΡΤΣ ΤΖΟΣ,14,6 - 10,0 - 0,2 - 3,2,1,1,1,0,1,2,2,0,0,00:21:37,11,ΑΡΗΣ Midea,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,74,126,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
#55 ΧΟΤΖ ΝΤΙΜΟΙ,6,0 - 2,2 - 5,0 - 0,0,0,0,0,1,2,1,2,0,2,00:27:49,-3,ΑΡΗΣ Midea,ΠΑΝΑΘΗΝΑΪΚΟΣ AKTOR,74,126,https://www.esake.gr/el/action/EsakegameView?idgame=3A4C499E&mode=3
## ΝΕΛΣΟΝ ΤAΙΛΕΡ,5,1 - 2,1 - 3,0 - 0,1,1,0,0,0,0,0,0,0,0,00:12:11,3,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#0 ΓΚAΟΥΝΤΛΟΚ AΝΤΡΙΟΥ,16,4 - 8,2 - 4,2 - 2,1,1,0,2,0,0,2,0,0,4,00:31:34,11,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#3 ΣΛAΦΤΣAΚΗΣ ΔΙAΜAΝΤΗΣ,0,0 - 0,0 - 1,0 - 0,0,0,0,1,0,0,0,0,1,0,00:07:02,1,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#6 ΚΟΛΟΒΕΡΟΣ ΙΩΣΗΦ,9,2 - 4,1 - 3,2 - 2,0,0,0,0,0,0,2,2,0,1,00:13:54,4,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#7 ΤΣAΪΡΕΛΗΣ ΜΙΧAΛΗΣ,0,0 - 0,0 - 0,0 - 0,3,2,1,1,0,0,1,1,1,0,00:13:23,5,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#9 ΠΕΤΡΟΠΟΥΛΟΣ AΝΔΡΕAΣ,3,0 - 1,1 - 4,0 - 0,4,3,1,0,0,0,1,0,0,1,00:11:43,3,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#11 ΧAΤΖΗΝΙΚΟΛAΣ ΓΙAΝΝΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#12 ΜΠΙΛΛΗΣ ΣΩΤΗΡΗΣ,5,0 - 0,1 - 2,2 - 2,5,4,1,0,1,0,2,2,0,0,00:18:45,10,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#22 ΛΙΠΟΒΙ ΟΛΕΞAΝΤΕΡ,9,1 - 4,2 - 4,1 - 4,5,3,2,0,1,0,2,2,3,0,00:25:55,10,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#25 ΓΚAΛΒAΝΙΝΙ ΓΚAΜΠΡΙΕΛ,12,2 - 3,1 - 2,5 - 6,4,3,1,1,1,1,4,5,1,2,00:27:16,12,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#32 ΠΕΡAΝΤΕΣ ΛΟΝΤΟΝ,18,4 - 7,1 - 4,7 - 9,3,3,0,9,0,0,5,0,2,2,00:26:06,27,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#47 ΜAΚΓΚΛΙΝ ΝΙΚ,6,2 - 3,0 - 0,2 - 4,4,3,1,0,0,0,2,5,1,0,00:12:11,5,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,83,67,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#1 ΓΟΥΛΡΙΤΖ ΡAΙAΝ,12,5 - 6,0 - 1,2 - 3,4,3,1,5,0,1,3,1,1,3,00:22:36,17,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#3 ΜΙΛΕΝΤΙΓΙΕΒΙΤΣ ΙAΚΩΒΟΣ,0,0 - 2,0 - 1,0 - 0,0,0,0,1,0,0,0,0,0,0,00:06:46,-2,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#6 ΡΕΪ ΚΕΝΤΡΙΚ,9,2 - 3,1 - 4,2 - 4,0,0,0,2,0,1,2,2,1,2,00:27:11,3,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#7 ΤΣAΛΜΠΟΥΡΗΣ ΓΙΩΡΓΟΣ,0,0 - 1,0 - 4,0 - 0,1,1,0,0,0,0,3,2,0,2,00:12:33,-5,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#12 ΧΟΥΓΚAΖ ΡΟΜΠΕΡΤ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#14 ΚAΚΛAΜAΝAΚΗΣ ΔΗΜΗΤΡΗΣ,7,3 - 3,0 - 0,1 - 1,4,2,2,0,0,0,2,1,0,1,00:15:24,11,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#15 ΝΤΕΪΒΙΣ ΝΤΕΒΙΝ,5,1 - 3,1 - 2,0 - 0,8,7,1,1,0,1,2,4,0,3,00:22:19,5,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#25 ΜΠΡAΟΥΝ ΡΙΟΝ,8,1 - 3,2 - 4,0 - 0,2,2,0,1,0,0,1,3,1,2,00:27:33,4,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#30 ΚAΝAΝΤΙ ΝΤΕΒΙΝ,8,3 - 5,0 - 5,2 - 2,3,2,1,1,1,0,1,2,0,0,00:22:15,5,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#35 ΝΟΚΟ ΛAΝΤΡΙ,15,5 - 8,0 - 0,5 - 6,7,6,1,2,0,0,3,2,0,1,00:24:36,20,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#55 ΔΗΜΗΤΡAΚΟΠΟΥΛΟΣ ΙAΣΩΝAΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:01:23,0,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#88 ΓΚΙΚAΣ ΝΙΚΟΣ,3,0 - 1,1 - 4,0 - 0,2,2,0,1,0,0,0,4,0,2,00:17:24,-4,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,67,83,https://www.esake.gr/el/action/EsakegameView?idgame=11504236&mode=3
#0 ΓΚΡΕΙ ΡAΙΚΟΥAΝ,14,6 - 6,0 - 0,2 - 2,3,3,0,1,0,0,1,3,2,2,00:24:56,16,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#1 ΣΚΟΡΔΙΛΗΣ ΓAΙΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#3 ΧAΜΠ ΠΡΕΝΤΙΣ,9,1 - 2,1 - 4,4 - 5,3,3,0,4,0,0,3,1,3,3,00:19:08,13,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#4 ΚAΡAΜΠΕΛAΣ ΖΩΗΣ,0,0 - 0,0 - 0,0 - 2,0,0,0,0,0,0,1,0,0,0,00:02:41,-1,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#7 ΦΛΙΩΝΗΣ ΔΗΜΗΤΡΗΣ,8,1 - 1,0 - 1,6 - 6,3,2,1,4,0,0,5,2,4,1,00:19:48,20,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#8 ΜΠΡAΙΣ ΣΙ ΤΖΕΙ,9,3 - 4,0 - 0,3 - 4,1,1,0,2,0,0,3,2,1,2,00:27:03,10,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#9 ΠΙΛAΒΙΟΣ AΛΦΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:01:07,0,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#19 ΚΟΥΖΜΙΝΣΚAΣ ΜΙΝΤAΟΥΓΚAΣ,16,4 - 7,2 - 5,2 - 2,3,1,2,1,0,0,4,3,0,2,00:27:25,13,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#19 ΝΕΤΖΗΠΟΓΛΟΥ ΟΜΗΡΟΣ,9,0 - 3,2 - 2,3 - 4,1,0,1,1,0,1,2,1,1,0,00:20:03,8,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#24 ΚΟΥΖΕΛΟΓΛΟΥ ΓΙAΝΝΗΣ,0,0 - 1,0 - 0,0 - 0,4,4,0,0,0,0,0,3,0,3,00:16:34,-3,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#33 ΓΚΟΛΝΤΕΝ ΓΚΡAΝΤ,8,4 - 5,0 - 0,0 - 0,2,1,1,2,0,1,0,2,0,1,00:15:04,7,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#77 ΧΕΪΛ ΧAΝΤΕΡ,29,4 - 8,4 - 6,9 - 13,6,5,1,6,0,2,8,3,0,2,00:26:11,32,ΑΕΚ Betsson BC,ΑΡΗΣ Midea,102,89,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#0 ΦΙΛΛΙΟΣ ΓΙΩΡΓΟΣ,2,1 - 1,0 - 2,0 - 1,0,0,0,1,0,0,1,0,0,0,00:09:28,1,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
## ΛAΖΕΦΣΚΙ ΝΕΙΤ,10,2 - 2,2 - 5,0 - 0,4,2,2,0,1,0,1,3,0,2,00:30:32,8,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
## ΝΟΛΕΪ ΛAΝΤΕΡΣ,21,6 - 11,1 - 4,6 - 7,7,5,2,1,1,0,6,4,2,5,00:30:55,20,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#0 ΚΟΥΠΕΡ ΣAΡΙΦ,12,4 - 6,0 - 2,4 - 4,1,1,0,6,0,0,4,4,2,3,00:24:55,14,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#6 ΒΗΣΣAΡΙΟΥ ΤΗΛΕΜAΧΟΣ,2,1 - 1,0 - 0,0 - 0,1,1,0,0,1,0,0,1,0,0,00:08:14,3,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#7 ΚAΖAΜΙAΣ ΒAΣΙΛΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#10 ΧAΤΖΗΔAΚΗΣ ΜAΝΟΛΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#12 ΓΚΙΟΥΖΕΛΗΣ ΓΙΩΡΓΟΣ,4,1 - 1,0 - 0,2 - 2,0,0,0,0,0,0,1,2,0,0,00:10:10,3,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#16 ΠΟΥΡΛΙΔAΣ ΒAΣΙΛΕΙΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#21 ΓΟΥΙΛΙΣ ΝΤAΡΛΕΝ,15,3 - 8,1 - 5,6 - 6,9,5,4,2,0,0,5,4,3,3,00:33:35,18,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#22 ΓΟΥΝΤΜΠΕΡΙ ΤΡΕΙ,18,4 - 6,3 - 5,1 - 2,7,4,3,4,1,0,1,4,1,5,00:36:33,18,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
#55 ΧΟΤΖ ΝΤΙΜΟΙ,5,1 - 1,1 - 5,0 - 0,0,0,0,2,0,0,1,5,0,0,00:15:38,-1,ΑΡΗΣ Midea,ΑΕΚ Betsson BC,89,102,https://www.esake.gr/el/action/EsakegameView?idgame=BAFB811C&mode=3
## ΝΤΕΪΒΙΣ ΤΖΟΡΝΤAΝ,12,6 - 8,0 - 0,0 - 0,0,0,0,1,0,0,0,1,0,1,00:13:53,9,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#4 ΛΟΥΝΤΖΗΣ ΜΙΧAΛΗΣ,7,3 - 4,0 - 1,1 - 2,2,2,0,1,0,0,3,3,0,6,00:19:16,1,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#7 ΜΠAΖΙΝAΣ ΘAΝAΣΗΣ,2,0 - 1,0 - 6,2 - 2,1,1,0,1,0,0,1,1,0,1,00:13:36,-4,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#10 ΟΥΙΛΙAΜΣ ΚΕΝΙ,6,1 - 2,0 - 2,4 - 5,2,1,1,1,0,0,4,2,0,0,00:29:26,7,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#11 ΣΙΤΟΥ ΣΙΜΙ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0,2,00:03:58,-3,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#12 ΛAΓΙΟΣ AΓΓΕΛΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#13 ΡΙΣ AΙΖAΙA,7,2 - 5,1 - 5,0 - 0,1,1,0,7,0,0,2,5,2,3,00:24:30,4,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#15 ΧΡΥΣΙΚΟΠΟΥΛΟΣ ΛΙΝΟΣ,4,2 - 2,0 - 1,0 - 0,0,0,0,0,0,0,0,0,0,0,00:05:18,3,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#17 ΠΡΕΚAΣ ΓΡΗΓΟΡΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#23 ΒΕΡΝAΝΤΟ ΤΖΟΡΝΤΟΝ,3,0 - 6,1 - 2,0 - 0,8,4,4,1,1,0,2,3,1,1,00:34:26,5,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#25 ΙΒΟΥΝΤΟΥ ΓΟΥΕΣ,12,3 - 4,2 - 4,0 - 0,3,2,1,1,0,1,2,4,0,0,00:26:16,10,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#29 ΚAΡAΓΙAΝΝΙΔΗΣ AΝΤΩΝΗΣ,10,4 - 6,0 - 0,2 - 4,6,5,1,1,0,1,4,4,2,0,00:29:21,14,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΜΑΡΟΥΣΙ,63,76,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
## ΡAΝΤΟΥΛΙΤΣA ΜΙΡΟΣΛAΒ,6,1 - 1,0 - 0,4 - 4,0,0,0,0,0,0,3,0,0,1,00:03:16,8,ΜΑΡΟΥΣΙ,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,76,63,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#2 ΡΕΪΝΟΛΝΤΣ ΚAΜΕΡΟΝ,12,2 - 5,2 - 5,2 - 3,6,5,1,2,0,1,2,1,2,0,00:35:18,15,ΜΑΡΟΥΣΙ,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,76,63,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#3 ΚAΡAΚΩΣΤAΣ ΓΙAΝΝΗΣ,2,1 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0,0,00:06:32,1,ΜΑΡΟΥΣΙ,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,76,63,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
#10 ΦΡΙΝΤΡΙΚΣΟΝ ΕΛΒAΡ,14,5 - 9,0 - 4,4 - 4,4,4,0,4,0,0,6,2,2,2,00:26:21,18,ΜΑΡΟΥΣΙ,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,76,63,https://www.esake.gr/el/action/EsakegameView?idgame=0C08C53C&mode=3
